Owner,Situs Address,ZIP,Parcel ID,Geo ID,Land Type,Acres,Market Value
4TH & BRAZOS LLC,E 206 4 ST   TX 78701,78701,192851,0205021210,COMMERCIAL IMPROVED,0.13519999,"$4,000,000"
4TH & BRAZOS LLC,E 204 4 ST   TX 78701,78701,192852,0205021211,COMMERCIAL IMPROVED,0.2703,"$13,888,000"
4TH & BRAZOS LLC,E 216 4 ST   TX 78701,78701,192853,0205021212,COMMERCIAL IMPROVED,0.40549999,"$18,009,594"
501 MILLER WEST LLC,W 513 6 ST   TX 78701,78701,194184,0206010303,COMMERCIAL IMPROVED,0.14569999,$0
501 MILLER WEST LLC,W 501 6 ST   TX 78701,78701,194185,0206010304,COMMERCIAL IMPROVED,0.4321,$0
502 W 13TH ST WRP LLC &,W 502 13 ST   TX 78701,78701,199729,0210020708,COMMERCIAL RES CONVERSION,0.2498,"$3,394,519"
503 WALNUT LLC,W 503 14 ST   TX 78701,78701,199725,0210020704,COMMERCIAL RES CONVERSION,0.0758,"$1,114,469"
504 CONGRESS LLC,  504 CONGRESS AVE   TX 78701,78701,194347,0206030111,COMMERCIAL IMPROVED,0.0786,"$3,800,000"
504 TRINITY LLC,E 708 6 ST   TX 78701,78701,194683,0206041611,COMMERCIAL IMPROVED,0.0944,"$1,301,863"
504 WEST 14TH LLC,W 504 14 ST   TX 78701,78701,199737,0210020808,COMMERCIAL RES CONVERSION,0.13519999,"$2,093,610"
505 WEST 14TH STREET LLC,W 505 14 ST   TX 78701,78701,199724,0210020703,COMMERCIAL RES CONVERSION,0.0926,"$1,265,209"
506 WEST AVENUE LP,  508 WEST AVE   TX 78701,78701,105382,0107000908,COMMERCIAL IMPROVED,0.34869999,"$2,441,244"
506 WEST AVENUE LP,  506 WEST AVE   TX 78701,78701,105383,0107000909,COMMERCIAL IMPROVED,0.2182,"$1,892,400"
506 WEST AVENUE LP,W 717 6 ST   TX 78701,78701,105390,0107001001,COMMERCIAL IMPROVED,0.0824,"$1,200,000"
506 WEST AVENUE LP,W 715 6 ST   TX 78701,78701,105391,0107001003,COMMERCIAL IMPROVED,0.19589999,"$1,706,046"
506 WEST AVENUE LP,  507 WEST AVE   TX 78701,78701,105396,0107001010,COMMERCIAL IMPROVED,0.0999,"$1,960,110"
506 YARINGS EQUITY LP,  506 CONGRESS AVE   TX 78701,78701,194346,0206030110,COMMERCIAL IMPROVED,0.18889999,"$5,875,156"
507 W 15TH LLC,W 509 15 ST   TX 78701,78701,199733,0210020802,COMMERCIAL IMPROVED,0.20280001,"$2,675,000"
507 W 16TH LLC,W 507 16 ST   TX 78701,78701,199744,0210020904,MULTIFAMILY,0.124,"$1,266,320"
509 WEST 12TH ST LLC,W 509 12 ST   TX 78701,78701,196740,0208010405,COMMERCIAL IMPROVED,0.1194,"$1,324,433"
509W18TH LP,W 509 18 ST   TX 78701,78701,199770,0210021102,COMMERCIAL RES CONVERSION,0.13519999,"$1,600,000"
510 W 15TH LLC,W 510 15 ST   TX 78701,78701,199753,0210020913,COMMERCIAL IMPROVED,0.1964,"$2,768,488"
511-607 LLC,  607 NUECES ST   TX 78701,78701,194187,0206010404,COMMERCIAL RES CONVERSION,0.1156,"$1,741,025"
512 W 6TH LLC,W 512 6 ST   TX 78701,78701,194191,0206010412,COMMERCIAL IMPROVED,0.0771,"$999,327"
520 WEST 6TH STREET LLC,W 520 6 ST   TX 78701,78701,194186,0206010401,COMMERCIAL IMPROVED,0.1446,"$1,426,471"
5COLORADO LP,  415 COLORADO ST   TX 78701,78701,192800,0205020205,COMMERCIAL IMPROVED,0.51200002,"$46,576,670"
600 W 7TH ST LLC,W 600 7 ST   TX 78701,78701,105349,0107000502,COMMERCIAL RES CONVERSION,0.20280001,"$2,702,187"
600 WEST NINTH STREET LP,W 600 9 ST   TX 78701,78701,196692,0208001507,COMMERCIAL RES CONVERSION,0.191,"$1,585,476"
601 CONGRESS LP,  601 CONGRESS     TX 78701,78701,194403,0206030701,COMMERCIAL IMPROVED,0.27900001,"$51,293,386"
604 - 612 W 6TH STREET LLC,W 604 6 ST   TX 78701,78701,105368,0107000705,COMMERCIAL IMPROVED,0.50840002,"$2,416,435"
605 W 14 LLC,W 605 14 ST   TX 78701,78701,199681,0210020104,COMMERCIAL RES CONVERSION,0.13519999,$0
605-607 W 9TH LLC,W 605 9 ST   TX 78701,78701,196681,0208001406,COMMERCIAL RES CONVERSION,0.1499,"$1,221,859"
606 HOLDINGS LLC,E 614 7 ST   TX 78701,78701,194637,0206041207,COMMERCIAL IMPROVED,0.0691,"$560,304"
606 HOLDINGS LLC,E 606 7 ST   TX 78701,78701,194638,0206041208,COMMERCIAL IMPROVED,0.0918,"$800,000"
606 W 17TH ST LLC,W 606 17 ST   TX 78701,78701,199701,0210020501,MULTIFAMILY,0.63980001,"$5,752,340"
610 BRAZOS LP,  610 BRAZOS ST   TX 78701,78701,194415,0206030714,COMMERCIAL IMPROVED,0.0651,"$4,815,735"
610 GUADALUPE LLC,  610 GUADALUPE ST   TX 78701,78701,194269,0206010904,COMMERCIAL RES CONVERSION,0.1371,"$1,772,993"
611W15 LP,W 611 15 ST   TX 78701,78701,199692,0210020204,COMMERCIAL RES CONVERSION,0.20280001,"$2,771,172"
613 CONGRESS LLC,  613 CONGRESS AVE   TX 78701,78701,194407,0206030705,COMMERCIAL IMPROVED,0.0845,"$1,928,123"
615 CONGRESS AGW LLC,  615 CONGRESS AVE   TX 78701,78701,194408,0206030706,COMMERCIAL IMPROVED,0.0845,$0
617 COLORADO STREET PROPERTY LLC,  617 COLORADO ST   TX 78701,78701,194358,0206030216,COMMERCIAL IMPROVED,0.2297,"$50,343,601"
62-64 EAST AVE OWNER LLC,  64 EAST AVE   TX 78701,78701,190915,0203031037,VACANT LOT,0.27419999,"$5,971,000"
621 E 7TH LTD,E 621 7 ST   TX 78701,78701,194625,0206041109,COMMERCIAL IMPROVED,0.0808,"$657,283"
70 EAST AVENUE AUSTIN LLC,N 74 INTERSTATE HY 35     TX 78701,78701,190912,0203031034,COMMERCIAL IMPROVED,0.49590001,"$39,554,795"
701 WEST 6TH OWNER LP,  510 RIO GRANDE ST   TX 78701,78701,870872,0107001014,COMMERCIAL IMPROVED,0.26769999,"$2,762,300"
702 SAN ANTONIO PARTNERS LTD,  702 SAN ANTONIO ST   TX 78701,78701,194255,0206010504,COMMERCIAL RES CONVERSION,0.0597,"$1,490,000"
703 W 9TH STREET OWNER LLC,W 703 9 ST   TX 78701,78701,196655,0208001013,COMMERCIAL RES CONVERSION,0.0918,"$677,960"
704 W 9TH LLC,W 704 9 ST   TX 78701,78701,196663,0208001109,COMMERCIAL RES CONVERSION,0.13519999,"$1,380,925"
705 E 10TH LTD,E 709 10 ST   TX 78701,78701,194690,0206041911,COMMERCIAL IMPROVED,0.5406,"$4,556,885"
706 GUADALUPE LLC,  706 GUADALUPE ST   TX 78701,78701,194276,0206011004,COMMERCIAL RES CONVERSION,0.44400001,"$3,950,645"
707 W 10TH STREET OWNER LLC,W 707 10 ST   TX 78701,78701,196657,0208001102,COMMERCIAL RES CONVERSION,0.2321,"$2,647,754"
71 RAINEY STREET AUSTIN LLC,  71 RAINEY ST   TX 78701,78701,190884,0203031003,VACANT LOT,0.1311,"$1,998,500"
710 E3 LLC,E 710 3 ST   TX 78701,78701,191629,0204041810,MULTIFAMILY,0,$0
711 WEST 7TH STREET PARTNERSHIP,W 711 7 ST   TX 78701,78701,105355,0107000601,COMMERCIAL IMPROVED,0.184,"$2,230,000"
712 CONGRESS HOLDINGS LLC,  712 CONGRESS AVE   TX 78701,78701,194365,0206030312,COMMERCIAL IMPROVED,0.169,"$5,873,775"
712 WEST FOURTEENTH STREET LLC,W 712 14 ST   TX 78701,78701,199628,0210000405,COMMERCIAL RES CONVERSION,0.20280001,"$1,964,494"
713 W 14TH LLC,W 713 14 ST   TX 78701,78701,361397,0210000610,COMMERCIAL RES CONVERSION,0.0984,"$1,063,875"
717 RED RIVER LTD,  717 RED RIVER ST   TX 78701,78701,194635,0206041202,COMMERCIAL DETAILS,0.27700001,"$909,581"
718 HOLDINGS LLC,  718 CONGRESS AVE   TX 78701,78701,194362,0206030309,COMMERCIAL IMPROVED,0.0845,"$2,670,511"
73 RAINEY PARTNERS LLC,  73 RAINEY ST   TX 78701,78701,190885,0203031004,COMMERCIAL RES CONVERSION,0.1763,"$2,689,825"
7411 CULLEN HOLDINGS LLC,  1712 LAVACA ST   TX 78701,78701,199855,0210022306,COMMERCIAL IMPROVED,0.13519999,"$2,500,000"
7411 CULLEN HOLDINGS LLC,  1710 LAVACA ST   TX 78701,78701,199856,0210022307,COMMERCIAL IMPROVED,0.1428,"$2,500,000"
75 RAINEY OWNER LLC,  75 RAINEY ST   TX 78701,78701,190886,0203031005,VACANT LOT,0.1469,"$2,240,000"
801 CONGRESS OWNER LLC,  801 CONGRESS AVE   TX 78701,78701,194425,0206030901,COMMERCIAL IMPROVED,0.15790001,"$5,027,106"
801 WEST 6TH LTD,W 807 6 ST   TX 78701,78701,105381,0107000907,COMMERCIAL IMPROVED,0.27360001,"$2,000,000"
801 WEST LLC,  801 WEST AVE   TX 78701,78701,196645,0208001001,COMMERCIAL IMPROVED,0.1357,"$1,582,954"
804 RIO GRANDE OWNER LLC,  804 RIO GRANDE ST   TX 78701,78701,196652,0208001009,COMMERCIAL IMPROVED,0.28080001,"$3,109,540"
805 WEST AVENUE LLC,  805 WEST AVE AUSTIN TX 78701,78701,196648,0208001004,COMMERCIAL RES CONVERSION,0.1202,"$1,286,962"
808 RIO GRANDE LLC,  808 RIO GRANDE ST   TX 78701,78701,196651,0208001008,COMMERCIAL IMPROVED,0.27599999,"$2,191,483"
809 WEST 12TH STREET LLC,W 809 12 ST   TX 78701,78701,196632,0208000906,COMMERCIAL IMPROVED,0.33680001,"$2,453,366"
812 SAN ANTONIO OWNER LP,  812 SAN ANTONIO ST AUSTIN TX 78701,78701,196728,0208010104,COMMERCIAL IMPROVED,0.60879999,"$21,045,889"
813 W 11TH LTD,W 813 11 ST   TX 78701,78701,196612,0208000807,COMMERCIAL RES CONVERSION,0.1807,"$1,350,000"
814 WEST TENTH STREET LLC,W 814 10 ST   TX 78701,78701,196621,0208000816,COMMERCIAL RES CONVERSION,0.14569999,"$1,143,917"
816 CONGRESS INVESTMENT LLC,  816 CONGRESS AVE   TX 78701,78701,194379,0206030406,COMMERCIAL IMPROVED,0.53820002,"$138,400,000"
816 CONGRESS INVESTMENT LLC,  901 LAVACA ST   TX 78701,78701,196878,0208011701,COMMERCIAL IMPROVED,0.40549999,"$10,421,760"
816 W 10TH LTD,W 816 10 ST   TX 78701,78701,196622,0208000817,COMMERCIAL RES CONVERSION,0.1436,"$860,792"
818 W 10TH LLC,W 818 10 ST   TX 78701,78701,196623,0208000818,COMMERCIAL RES CONVERSION,0.1267,"$768,692"
84 EAST AVENUE OWNER LLC,N 84 INTERSTATE HY 35     TX 78701,78701,190907,0203031026,MULTIFAMILY,0.4052,"$54,363,418"
88 RAINEY STREET LLC,  88 RAINEY ST   TX 78701,78701,190778,0203030611,COMMERCIAL RES CONVERSION,0.1322,"$1,765,335"
900 RED RIVER LLC,  900 RED RIVER ST   TX 78701,78701,194616,0206040908,COMMERCIAL IMPROVED,0.40549999,"$2,175,344"
901 RIO GRANDE LLC,  901 RIO GRANDE ST   TX 78701,78701,196695,0208001510,COMMERCIAL RES CONVERSION,0.26989999,"$3,050,000"
903 W AVE OWNER LLC,  903 WEST AVE AUSTIN TX 78701,78701,196656,0208001101,SINGLE FAMILY RESIDENCE,0.0729,"$1,264,985"
905 LTD,  905 CONGRESS AVE AUSTIN TX 78701,78701,194441,0206031002,COMMERCIAL IMPROVED,0.0845,"$2,850,000"
909 CONGRESS LTD,  907 CONGRESS AVE   TX 78701,78701,194442,0206031003,COMMERCIAL IMPROVED,0.0845,"$1,840,001"
909 CONGRESS LTD,  909 CONGRESS AVE   TX 78701,78701,194443,0206031004,COMMERCIAL IMPROVED,0.0845,"$1,841,001"
912 RED RIVER HOLDINGS LLC,  912 RED RIVER ST   TX 78701,78701,194615,0206040907,COMMERCIAL IMPROVED,0.20280001,"$1,472,981"
919 CONGRESS AVENUE LLC,  913 CONGRESS AVE   TX 78701,78701,194445,0206031006,VACANT LOT,0.0845,"$2,511,600"
919 CONGRESS AVENUE LLC,  919 CONGRESS AVE   TX 78701,78701,194447,0206031008,COMMERCIAL IMPROVED,0.33790001,"$63,610,645"
A7 LLC,  1507 NUECES ST   TX 78701,78701,199742,0210020902,DUPLEX,0.16,"$1,117,185"
ACC OP (PEARL STREET) LLC,W 706 M L KING JR BLVD   TX 78701,78701,203761,0212011415,MULTIFAMILY,1.12,"$49,400,000"
AEP TRUST,  1813 VANCE CIR AUSTIN TX 78701,78701,112008,0112000311,SINGLE FAMILY RESIDENCE,0.25709999,"$1,448,052"
AFIAA 501 CONGRESS LLC,E 120 5 ST   TX 78701,78701,194400,0206030613,COMMERCIAL IMPROVED,0.359,"$16,160,758"
AFIAA 501 CONGRESS LLC,  501 CONGRESS AVE   TX 78701,78701,194401,0206030615,COMMERCIAL IMPROVED,0.53860003,"$64,912,966"
AFIAA WFT LLC,W 400 15 ST   TX 78701,78701,199811,0210021511,COMMERCIAL IMPROVED,1.41410005,"$86,321,825"
AFIAA WFT LLC,W 400 15 ST   TX 78701,78701,199811,0210021511,COMMERCIAL IMPROVED,1.41410005,"$86,321,825"
AJAX DEVELOPMENT LLC,  1302 WEST AVE   TX 78701,78701,199607,0210000307,COMMERCIAL RES CONVERSION,0.32910001,"$1,648,400"
ALGONQUIN REALTY LP,  402 PAUL ST   TX 78701,78701,106589,0108030107,COMMERCIAL IMPROVED,1.02600002,"$8,938,400"
ALPHA Z AUST APT 1 LLC,E 612 9 ST   TX 78701,78701,194657,0206041404,MULTIFAMILY,1.12090003,"$52,380,000"
AP3 PPW LTD,  314 CONGRESS AVE   TX 78701,78701,192790,0205020107,COMMERCIAL IMPROVED,0.1653,"$3,625,000"
AP3 PPW LTD,  308 CONGRESS AVE   TX 78701,78701,192791,0205020108,COMMERCIAL IMPROVED,0.169,"$3,720,000"
AP3 PPW LTD,W 100 3 ST   TX 78701,78701,192794,0205020111,COMMERCIAL DETAILS,0.0845,"$975,200"
ARUSS INC,W 507 10 ST   TX 78701,78701,196730,0208010201,COMMERCIAL RES CONVERSION,0.20280001,"$1,885,285"
ASDN AUSTIN LLC,N 20 INTERSTATE HY 35     TX 78701,78701,188214,0201040420,COMMERCIAL IMPROVED,1.96599996,"$51,000,000"
ASYLUM REAL ESTATE HOLDINGS LLC,E 320 6 ST   TX 78701,78701,194505,0206031707,COMMERCIAL IMPROVED,0.0631,"$1,837,814"
ASYLUM REAL ESTATE HOLDINGS LLC,E 318 6 ST   TX 78701,78701,194506,0206031708,VACANT LOT,0.0721,"$1,256,000"
AUST OFFICE 1 LLC,  1300 GUADALUPE ST   TX 78701,78701,199803,0210021307,COMMERCIAL IMPROVED,0.55199999,"$17,783,985"
AUSTIN APOLLO ENTERTAINMENT INC,E 309 6 ST   TX 78701,78701,194488,0206031605,COMMERCIAL IMPROVED,0.0676,"$1,177,600"
AUSTIN BAR FOUNDATION,W 712 16 ST   TX 78701,78701,202081,0211010904,COMMERCIAL IMPROVED,0.25029999,"$3,185,658"
AUSTIN BLOCK 35 LLC,  315 SABINE ST   TX 78701,78701,191612,0204041401,COMMERCIAL DETAILS,0.81199998,"$23,816,000"
AUSTIN EQUITY INVESTORS LTD,  1609 SHOAL CREEK BLVD   TX 78701,78701,202063,0211010725,COMMERCIAL IMPROVED,0.82499999,"$6,080,182"
AUSTIN INVESTMENT GROUP INC,W 808 10 ST   TX 78701,78701,196618,0208000813,COMMERCIAL RES CONVERSION,0.1584,"$1,425,138"
AUSTIN LEADING EDGE LP,W 608 5 ST   TX 78701,78701,105401,0107001105,COMMERCIAL IMPROVED,0.4082,"$43,327,068"
AUSTIN LEADING EDGE LP,W 610 5 ST   TX 78701,78701,105402,0107001106,COMMERCIAL IMPROVED,0.4082,"$12,200,000"
AUSTIN MULTIFAMILY PROPERTY OWNER LLC,  1800 GUADALUPE ST AUSTIN TX 78701,78701,199822,0210021804,COMMERCIAL IMPROVED,0.3301,"$7,588,026"
AUSTIN MULTIFAMILY PROPERTY OWNER LLC,W 410 18 ST   TX 78701,78701,199823,0210021806,COMMERCIAL IMPROVED,0.51700002,"$11,259,500"
AUSTIN REAL ESTATE ACQUISITIONS LLC,  1000 RED RIVER ST AUSTIN TX 78701,78701,197025,0208050507,COMMERCIAL IMPROVED,3.82690001,"$78,703,717"
AUSTIN RIO GRANDE LLC,  1604 RIO GRANDE ST AUSTIN TX 78701,78701,202079,0211010902,COMMERCIAL RES CONVERSION,0.2154,"$1,575,398"
AUSTIN SAENGERRUNDE HOME COMPANY,  1607 SAN JACINTO BLVD   TX 78701,78701,200198,0210041802,COMMERCIAL IMPROVED,0.67129999,"$8,000,000"
AUSTIN SPIRITS LLC & YING MCGUIRE,  1304 RIO GRANDE ST   TX 78701,78701,199638,0210000607,FOUR-PLEX,0,"$1,762,674"
AUSTIN TRUST COMPANY TRUSTEE,  407 COLORADO ST   TX 78701,78701,192798,0205020203,COMMERCIAL IMPROVED,0.0845,"$1,820,893"
BALLET AUSTIN INCORPORATED,W 501 3 ST   TX 78701,78701,104333,0105000401,COMMERCIAL IMPROVED,0.81099999,"$27,139,274"
BANGERS RAINEY STREET REAL ESTATE LP,  81 RAINEY ST AUSTIN TX 78701,78701,190890,0203031009,COMMERCIAL RES CONVERSION,0.1763,"$2,688,000"
BASCHNAGEL PROPERTIES LLC,  1502 WEST AVE AUSTIN TX 78701,78701,202056,0211010715,COMMERCIAL RES CONVERSION,0.51200002,"$4,500,358"
BAT CITY AWARDS INC,  1707 NUECES ST AUSTIN TX 78701,78701,199769,0210021101,COMMERCIAL IMPROVED,0.13519999,"$2,014,110"
BAUSTIN BRAZOS LTD,  815 BRAZOS ST   TX 78701,78701,194474,0206031404,COMMERCIAL IMPROVED,0.1045,"$7,640,390"
BAUSTIN BRAZOS LTD,E 410 8 ST   TX 78701,78701,194558,0206040402,COMMERCIAL RES CONVERSION,0.20280001,"$1,324,800"
BAUSTIN BRAZOS LTD,E 400 8 ST   TX 78701,78701,194562,0206040406,COMMERCIAL DETAILS,0.6085,"$3,992,687"
BAXTER CHARLES EDGAR IV TRUST,  1304 NUECES ST   TX 78701,78701,199687,0210020111,COMMERCIAL RES CONVERSION,0.0753,"$1,049,760"
BCORE 211 E 3RD LP,E 211 3 ST   TX 78701,78701,192841,0205021002,COMMERCIAL IMPROVED,0.40549999,"$72,024,632"
BCPF RIO OFFICE LLC,  701 RIO GRANDE ST   TX 78701,78701,105352,0107000505,COMMERCIAL IMPROVED,0.61400002,"$56,000,000"
BE & JM PROPERTY MANAGEMENT LLC,W 506 16 ST   TX 78701,78701,199763,0210021015,COMMERCIAL RES CONVERSION,0.1432,"$2,157,334"
BEARTOOTH LTD,  708 RIO GRANDE ST AUSTIN TX 78701,78701,105339,0107000403,COMMERCIAL RES CONVERSION,0.1322,"$1,256,112"
BIG BLOCK LP,  207 SAN JACINTO BLVD   TX 78701,78701,192863,0205021501,COMMERCIAL IMPROVED,0.2703,"$14,650,100"
BIG BLOCK LP,E 309 3 ST   TX 78701,78701,192864,0205021502,COMMERCIAL DETAILS,0.13519999,"$6,785,917"
BIG INDIE LLC,W 306 16 ST   TX 78701,78701,199848,0210022213,COMMERCIAL IMPROVED,0.18880001,"$5,702,155"
BKT FAMILY MANAGEMENT L L C,  708 CONGRESS AVE   TX 78701,78701,194366,0206030313,COMMERCIAL IMPROVED,0.0845,"$3,500,000"
BKT FAMILY MANAGEMENT L L C,  706 CONGRESS AVE   TX 78701,78701,194367,0206030314,COMMERCIAL IMPROVED,0.0845,"$1,999,000"
BLACKBIRD INTERESTS LLC,E 701 6 ST   TX 78701,78701,194661,0206041501,COMMERCIAL IMPROVED,0.1345,"$2,035,986"
BLOCK 174 PROPERTIES LLC,W 206 14 ST   TX 78701,78701,199990,0210022608,COMMERCIAL DETAILS,0.1087,"$950,600"
BLOCK 174 PROPERTIES LLC,W 208 14 ST   TX 78701,78701,199991,0210022609,COMMERCIAL RES CONVERSION,0.1499,"$2,447,284"
BLOCK 174 PROPERTIES LLC,  1407 LAVACA ST   TX 78701,78701,199992,0210022610,COMMERCIAL IMPROVED,0.13519999,"$1,572,541"
BLOCK 52 GP LLC,W 417 6 ST   TX 78701,78701,194265,0206010812,COMMERCIAL IMPROVED,1.74880004,"$49,514,401"
BLOCK 77 LLC,  700 RIO GRANDE ST   TX 78701,78701,105343,0107000407,COMMERCIAL RES CONVERSION,0.212,"$1,981,707"
BLOOR PROPERTY PARTNERSHIP,  406 BRAZOS ST   TX 78701,78701,192830,0205020710,COMMERCIAL IMPROVED,0.382,"$11,355,435"
BLOUNT 4TH STREET PROPERTY LLC,W 208 4 ST   TX 78701,78701,194323,0206011708,COMMERCIAL IMPROVED,0.2198,"$4,900,000"
BLUE CROSS & BLUE SHIELD OF TX INC,W 202 13 ST   TX 78701,78701,199984,0210022508,COMMERCIAL IMPROVED,0.1123,"$4,128,193"
BLUE FOX DEVELOPMENT LLC,  1315 NUECES ST AUSTIN TX 78701,78701,199723,0210020702,COMMERCIAL RES CONVERSION,0.1102,"$1,515,315"
BRAY WILLIAM TERRY TRUSTEE,  49 EAST AVE   TX 78701,78701,188029,0201040215,VACANT LOT,0.184,"$1,542,895"
BREAD & CIRCUS LLC,E 700 4 ST   TX 78701,78701,191635,0204041907,COMMERCIAL IMPROVED,0.20280001,"$3,100,000"
BSF LAND VENTURES LLC,W 815 11 ST   TX 78701,78701,196611,0208000806,HS COMMERCIAL HIGHEST & BEST USE,0.1469,"$1,073,040"
CABOT-CHASE LTD,  715 RED RIVER ST   TX 78701,78701,194634,0206041201,COMMERCIAL IMPROVED,0.1265,"$586,664"
CABOT-CHASE LTD,E 602 7 ST   TX 78701,78701,194640,0206041210,COMMERCIAL IMPROVED,0.1117,"$704,527"
CABOT-CHASE LTD,W 515 15 ST   TX 78701,78701,199732,0210020801,COMMERCIAL IMPROVED,0.20280001,"$2,427,800"
CAMDEN PROPERTY TRUST,  89 RAINEY ST   TX 78701,78701,190895,0203031014,MULTIFAMILY,2.08590007,"$126,500,000"
CANILE COMPANY L C THE,W 209 8 ST   TX 78701,78701,194342,0206012010,COMMERCIAL IMPROVED,0.54070002,"$12,248,777"
CAP TEXAS REAL ESTATE LLC,  1604 SAN ANTONIO ST   TX 78701,78701,199760,0210021012,MULTIFAMILY,0.13519999,"$3,134,461"
CAPITOL ENDEAVORS LTD,E 617 7 ST   TX 78701,78701,194624,0206041108,COMMERCIAL IMPROVED,0.1337,"$875,000"
CAPITOL OWNER LP,  1624 LAVACA ST   TX 78701,78701,199841,0210022204,COMMERCIAL IMPROVED,0.1954,"$48,450,000"
CAPRON WOODS INVESTMENTS LLC,  720 CONGRESS AVE   TX 78701,78701,194361,0206030308,COMMERCIAL IMPROVED,0.0588,"$1,395,358"
CASMARK PROPERTIES LLC,E 517 6 ST   TX 78701,78701,194572,0206040509,COMMERCIAL IMPROVED,0.0649,"$926,423"
CAVALIER TEXAS LP,  1101 SAN JACINTO BLVD   TX 78701,78701,197021,0208031110,COMMERCIAL IMPROVED,0.79830003,"$16,200,000"
CHRISTIAN TRUST,W 804 17 ST   TX 78701,78701,201983,0211010208,SINGLE FAMILY RESIDENCE,0.1338,"$1,427,854"
CHRISTIAN TRUST,  1711 PEARL ST AUSTIN TX 78701,78701,202001,0211010217,SINGLE FAMILY RESIDENCE,0.182,"$1,450,000"
CIRKIEL FAMILY LLC,E 301 6 ST   TX 78701,78701,194486,0206031603,COMMERCIAL IMPROVED,0.13519999,"$3,964,274"
CIRRUS LOGIC INC,W 800 6 ST   TX 78701,78701,105335,0107000325,COMMERCIAL IMPROVED,1.8398,"$51,519,630"
CIRRUS LOGIC INC,  707 WEST AVE   TX 78701,78701,105346,0107000411,COMMERCIAL DETAILS,0.44710001,"$2,653,061"
CIRRUS LOGIC INC,  606 RIO GRANDE ST   TX 78701,78701,105356,0107000604,VACANT LOT,0.207,"$2,281,281"
CIRRUS LOGIC INC,W 701 7 ST   TX 78701,78701,105362,0107000610,COMMERCIAL IMPROVED,0.42199999,"$4,812,124"
CIRRUS LOGIC INC,W 605 4 ST   TX 78701,78701,105440,0107001702,COMMERCIAL IMPROVED,0.40560001,"$12,249,200"
CJI PROPERTIES INC,W 812 11 ST   TX 78701,78701,196644,0208000918,COMMERCIAL IMPROVED,0.4052,"$1,966,795"
CKH WEST LLC,  1102 WEST AVE AUSTIN TX 78701,78701,196639,0208000913,COMMERCIAL RES CONVERSION,0.13519999,"$1,060,000"
CLAYTON PAUL TRUST,  1807 VANCE CIR AUSTIN TX 78701,78701,112006,0112000309,SINGLE FAMILY RESIDENCE,0.2181,"$1,729,551"
CLPF-PERRY BROOKS LP,  720 BRAZOS ST   TX 78701,78701,194423,0206030811,COMMERCIAL IMPROVED,1.02600002,"$84,000,000"
CMI #7 PARTNERS L P,  714 CONGRESS AVE   TX 78701,78701,194364,0206030311,COMMERCIAL IMPROVED,0.0845,"$3,380,983"
COALITION OF TEXAS WITH DISABILITIES INC,  1716 SAN ANTONIO ST AUSTIN TX 78701,78701,199774,0210021106,COMMERCIAL RES CONVERSION,0.13519999,"$3,410,598"
COLORADO THIRD STREET LLC,  319 COLORADO ST   TX 78701,78701,192787,0205020104,COMMERCIAL IMPROVED,0.338,"$12,702,905"
CONGRESS AVENUE 607 LLC,W 607 10 ST   TX 78701,78701,196688,0208001503,COMMERCIAL RES CONVERSION,0.083,$0
CONGRESS AVENUE 609 LLC,W 609 10 ST   TX 78701,78701,196687,0208001502,COMMERCIAL RES CONVERSION,0.0786,$0
CONGRESS AVENUE 906 LLC,  906 CONGRESS AVE   TX 78701,78701,194392,0206030512,COMMERCIAL IMPROVED,0.0845,$0
CONGRESS AVENUE 908 LLC,  908 CONGRESS AVE   TX 78701,78701,194391,0206030511,COMMERCIAL IMPROVED,0.0845,$0
CONGRESS AVENUE BLOCK 110 LLC,  912 CONGRESS AVE   TX 78701,78701,194389,0206030509,COMMERCIAL IMPROVED,0.0845,"$1,981,732"
CONGRESS AVENUE HOLDINGS LP,W 307 9 ST   TX 78701,78701,196853,0208011102,COMMERCIAL DETAILS,0.2703,"$1,412,668"
CONGRESS AVENUE HOLDINGS LP,W 303 9 ST   TX 78701,78701,196854,0208011103,COMMERCIAL RES CONVERSION,0.54070002,"$3,664,480"
CONGRESS HOLDINGS LTD,  1001 CONGRESS AVE   TX 78701,78701,197005,0208030401,COMMERCIAL IMPROVED,0.1565,"$8,350,000"
CONGRESS HOLDINGS LTD,  1005 CONGRESS AVE   TX 78701,78701,197006,0208030402,COMMERCIAL IMPROVED,0.64060003,"$42,500,000"
CONGRESS HOLDINGS LTD,  1005 CONGRESS AVE   TX 78701,78701,197006,0208030402,COMMERCIAL IMPROVED,0.64060003,"$42,500,000"
CONGRESS HOLDINGS LTD,  1000 BRAZOS ST   TX 78701,78701,197008,0208030404,COMMERCIAL IMPROVED,0.1469,"$1,350,000"
COTTON EXCHANGE LLC,E 401 6 ST   TX 78701,78701,194520,0206040102,COMMERCIAL IMPROVED,0.0823,"$1,970,600"
COUSINS-ONE CONGRESS PLAZA LLC,  111 CONGRESS AVE   TX 78701,78701,192811,0205020408,COMMERCIAL IMPROVED,2.15799999,"$237,000,000"
COUSINS-SAN JACINTO CENTER LLC,  98 SAN JACINTO BLVD AUSTIN TX 78701,78701,192834,0205020811,COMMERCIAL IMPROVED,2.57990003,"$210,000,000"
